Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Value,CLTV,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
14,Offer D,Yes,26.58,Yes,Fiber Optic,53,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,1203.9,0.0,0,372.12,1576.02,3,0,2452,Female,46,No,No,Yes,Yes,3
63,Offer B,Yes,24.32,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,1215.1,0.0,0,1532.16,2747.26,5,0,4370,Female,48,No,No,No,Yes,1
41,Offer B,Yes,36.93,Yes,DSL,30,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.6,2877.05,0.0,0,1514.13,4391.18,4,0,4572,Female,36,No,No,No,No,0
17,Offer D,Yes,9.22,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,92.6,1579.7,0.0,0,156.74,1736.44,4,0,4756,Female,46,No,No,Yes,No,0
56,Offer B,Yes,46.9,Yes,Fiber Optic,48,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,5514.95,0.0,0,2626.4,8141.35,3,0,4847,Male,28,Yes,No,Yes,No,0
5,Offer B,Yes,24.53,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.55,96.1,0.0,0,122.65,218.75,3,0,5967,Female,49,No,No,No,No,0
3,Offer B,Yes,41.9,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6,55.25,0.0,0,125.7,180.95,3,0,2941,Female,28,Yes,No,Yes,No,0
37,Offer C,Yes,13.04,Yes,DSL,14,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,67.45,2443.3,0.0,0,482.48,2925.78,3,0,5042,Male,42,No,No,No,No,0
8,Offer B,Yes,7.02,No,DSL,23,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,43.55,335.4,0.0,10,56.16,401.5599999999999,5,0,3266,Male,44,No,No,No,No,0
63,Offer B,Yes,19.01,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.85,7002.95,0.0,0,1197.63,8200.58,5,0,5775,Female,40,No,No,No,No,0
7,Offer B,Yes,5.01,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,158.95,0.0,0,35.07,194.02,3,0,4058,Female,61,No,No,Yes,Yes,1
3,Offer B,Yes,17.01,No,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.4,293.15,0.0,0,51.03,344.1799999999999,3,0,2813,Female,52,No,No,No,No,0
72,Offer A,Yes,5.7,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.0,1493.75,0.0,0,410.4,1904.15,5,0,4974,Male,19,Yes,No,Yes,Yes,1
19,Offer D,Yes,40.22,No,Cable,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.2,1093.4,0.0,0,764.18,1857.58,5,0,3384,Female,57,No,No,No,No,0
59,Offer B,Yes,26.99,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,18.4,1057.85,0.0,0,1592.41,2650.26,4,0,4375,Female,60,No,No,Yes,No,0
35,Offer C,Yes,24.76,Yes,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.75,882.55,0.0,0,866.6,1749.15,5,0,4194,Female,62,No,No,Yes,Yes,1
14,Offer D,Yes,8.54,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,300.4,0.0,0,119.56,419.96,4,0,2847,Male,64,No,No,No,No,0
69,Offer A,Yes,8.39,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1436.95,0.0,0,578.9100000000001,2015.86,5,0,5423,Female,29,Yes,No,Yes,Yes,2
69,Offer A,Yes,44.33,No,Cable,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.75,5388.15,0.0,0,3058.77,8446.92,4,0,5839,Male,64,No,No,Yes,No,0
72,Offer A,Yes,26.04,Yes,Cable,6,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.95,5730.15,0.0,0,1874.88,7605.03,5,0,5050,Female,56,No,No,Yes,No,0
4,Offer B,Yes,44.64,No,Cable,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.3,217.1,0.0,0,178.56,395.66,3,0,3147,Female,61,No,No,Yes,Yes,1
63,Offer B,Yes,18.88,No,Fiber Optic,48,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.3,4896.35,0.0,40,1189.44,6125.79,4,0,5157,Male,30,No,No,Yes,Yes,2
72,Offer A,Yes,3.43,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1434.1,0.0,0,246.96,1681.06,5,0,4790,Male,52,No,No,No,No,0
46,Offer B,Yes,32.78,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,21.1,937.1,0.0,0,1507.88,2444.98,5,0,4791,Female,42,No,No,No,No,0
30,Offer C,Yes,23.16,No,DSL,6,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.0,1474.9,0.0,0,694.8,2169.7,4,0,4715,Male,53,No,No,Yes,No,0
63,Offer B,Yes,48.75,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.75,6536.5,0.0,0,3071.25,9607.75,5,0,5882,Male,52,No,No,No,No,0
60,Offer B,Yes,31.12,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1128.1,0.0,0,1867.2,2995.3,4,0,6213,Female,53,No,No,No,No,0
25,Offer C,Yes,11.79,No,Fiber Optic,59,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2199.05,0.0,0,294.75,2493.8,3,0,3153,Male,26,Yes,No,Yes,Yes,3
22,Offer D,Yes,4.79,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,566.5,0.0,0,105.38,671.88,4,0,3403,Male,61,No,No,No,No,0
31,Offer C,Yes,28.52,Yes,DSL,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.55,2471.6,0.0,0,884.12,3355.72,4,0,3491,Female,58,No,No,Yes,No,0
39,Offer C,Yes,40.68,No,Fiber Optic,76,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.5,3107.3,0.0,0,1586.52,4693.82,5,0,2042,Female,64,No,No,Yes,Yes,5
26,Offer C,Yes,31.73,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.9,518.3,0.0,0,824.98,1343.28,3,0,5895,Male,31,No,No,No,No,0
12,Offer D,Yes,45.8,Yes,DSL,4,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.25,832.3,0.0,0,549.5999999999999,1381.9,3,0,4334,Male,54,No,No,No,No,0
2,Offer B,Yes,25.92,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,45.3,0.0,0,51.84,97.14,3,0,5994,Female,52,No,No,No,No,0
39,Offer C,No,0.0,No,DSL,13,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,45.05,1790.6,0.0,0,0.0,1790.6,3,0,4003,Male,40,No,No,No,No,0
7,Offer B,No,0.0,No,Cable,17,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34.65,246.6,0.0,0,0.0,246.6,3,0,5996,Female,37,No,No,Yes,Yes,1
55,Offer B,Yes,22.34,No,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,4509.5,0.0,0,1228.7,5738.2,3,0,5167,Female,39,No,No,No,No,0
72,Offer B,Yes,42.16,No,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.4,5480.25,0.0,0,3035.52,8515.77,3,0,4171,Male,43,No,No,Yes,No,0
10,Offer D,Yes,37.08,No,Cable,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,67.8,653.15,0.0,0,370.8,1023.95,5,0,2709,Female,62,No,No,Yes,No,0
15,Offer D,Yes,24.27,No,Cable,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.3,639.45,0.0,0,364.05,1003.5,5,0,3103,Female,24,Yes,No,Yes,Yes,3
23,Offer D,Yes,39.59,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,478.75,0.0,0,910.57,1389.32,4,0,4698,Female,48,No,No,Yes,Yes,1
1,Offer B,Yes,7.66,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,7.66,27.71,3,0,4221,Male,46,No,No,No,Yes,3
47,Offer B,Yes,15.59,No,Fiber Optic,52,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.1,4391.45,0.0,0,732.73,5124.18,3,0,5793,Male,23,Yes,No,Yes,Yes,2
15,Offer B,Yes,23.56,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,270.6,0.0,0,353.4,624.0,5,0,4818,Female,36,No,No,No,No,0
21,Offer B,No,0.0,No,DSL,9,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36.0,780.15,0.0,0,0.0,780.15,4,0,3378,Male,39,No,No,No,No,0
56,Offer B,Yes,39.72,Yes,DSL,11,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2,3512.15,0.0,0,2224.32,5736.469999999999,3,0,4775,Female,62,No,No,Yes,No,0
6,Offer E,Yes,24.83,Yes,Cable,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,0.0,0,148.98,422.23,3,0,3061,Female,28,Yes,No,Yes,Yes,1
42,Offer B,Yes,17.31,Yes,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.45,3375.9,0.0,0,727.02,4102.92,3,0,4397,Male,30,No,No,Yes,No,0
68,Offer B,Yes,18.42,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7508.55,0.0,0,1252.56,8761.11,4,0,6391,Female,55,No,No,Yes,Yes,3
48,Offer B,Yes,20.73,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.3,1245.05,0.0,0,995.04,2240.09,3,0,2111,Male,59,No,No,Yes,Yes,3
63,Offer B,Yes,41.84,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,1263.85,0.0,0,2635.92,3899.77,4,0,4566,Female,31,No,No,Yes,Yes,3
17,Offer B,Yes,34.02,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,385.55,0.0,0,578.34,963.89,3,0,2842,Male,24,Yes,No,No,No,0
4,Offer E,Yes,39.04,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,84.2,0.0,0,156.16,240.36,4,0,5279,Male,41,No,No,Yes,Yes,1
62,Offer B,Yes,2.83,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.0,1638.7,0.0,0,175.46,1814.16,3,0,4535,Female,51,No,No,No,Yes,3
2,Offer E,Yes,7.7,No,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,120.25,0.0,20,15.4,155.65,3,0,4917,Female,45,No,No,Yes,No,0
48,Offer B,Yes,6.1,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.9,4473.45,0.0,0,292.8,4766.25,4,0,2613,Male,33,No,No,Yes,No,0
27,Offer C,Yes,44.19,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,520.55,0.0,0,1193.13,1713.68,4,0,4430,Male,53,No,No,Yes,No,0
70,Offer B,Yes,39.78,No,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.4,5717.85,0.0,0,2784.6,8502.45,5,0,6367,Female,28,Yes,No,Yes,No,0
46,Offer B,Yes,10.13,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,4312.5,0.0,0,465.98,4778.48,4,0,4120,Male,44,No,No,Yes,No,0
69,Offer B,Yes,42.45,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,95.75,6511.25,0.0,0,2929.05,9440.3,4,0,5561,Male,35,No,No,Yes,Yes,2
65,Offer B,Yes,44.7,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1218.65,0.0,0,2905.5,4124.15,5,0,4309,Male,34,No,No,No,No,0
17,Offer B,Yes,31.6,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1,279.5,0.0,0,537.2,816.7,4,0,2185,Male,46,No,No,No,No,0
51,Offer B,Yes,39.32,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.55,5720.35,0.0,0,2005.32,7725.67,4,0,4053,Male,23,Yes,No,Yes,No,0
51,Offer B,Yes,9.53,No,DSL,10,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,60.5,3121.45,0.0,0,486.03,3607.48,3,0,4994,Male,40,No,No,Yes,No,0
72,Offer B,Yes,42.64,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0.0,0,3070.08,9538.68,3,0,6091,Female,52,No,No,Yes,No,0
34,Offer C,Yes,36.52,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,675.6,0.0,0,1241.68,1917.28,3,0,4136,Male,31,No,No,No,No,0
67,Offer B,No,0.0,No,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.95,3521.7,0.0,0,0.0,3521.7,3,0,6395,Male,39,No,No,Yes,No,0
49,Offer B,Yes,22.1,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,923.1,0.0,0,1082.9,2006.0,5,0,5579,Female,56,No,No,Yes,No,0
53,Offer B,Yes,25.32,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1110.35,0.0,0,1341.96,2452.31,3,0,4497,Male,38,No,No,Yes,Yes,3
27,Offer B,Yes,33.94,Yes,Cable,25,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,1611.65,0.0,0,916.38,2528.03,4,0,4818,Male,55,No,No,No,No,0
69,Offer B,Yes,3.24,Yes,Cable,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.5,5553.25,0.0,0,223.56,5776.81,4,0,5286,Male,46,No,No,No,No,0
2,Offer E,No,0.0,No,Cable,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.05,44.75,0.0,0,0.0,44.75,4,0,4998,Female,51,No,No,Yes,Yes,2
46,Offer B,Yes,44.75,No,DSL,27,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.6,3231.05,0.0,0,2058.5,5289.55,3,0,5433,Female,45,No,No,Yes,No,0
54,Offer B,Yes,31.55,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5129.45,0.0,0,1703.7,6833.15,5,0,4971,Female,39,No,No,No,No,0
20,Offer B,Yes,33.14,Yes,DSL,17,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.2,1191.2,0.0,130,662.8,1984.0,3,0,5924,Male,53,No,No,No,No,0
11,Offer B,Yes,13.55,No,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9,866.4,0.0,0,149.05,1015.45,4,0,4278,Male,20,Yes,No,No,No,0
68,Offer B,Yes,11.94,No,DSL,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,70.95,4741.45,0.0,0,811.92,5553.37,3,0,5036,Male,56,No,No,Yes,No,0
1,Offer E,Yes,37.5,No,DSL,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,43.8,0.0,0,37.5,81.3,5,0,4633,Female,39,No,No,No,No,0
63,Offer B,No,0.0,No,Cable,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.0,3707.6,0.0,0,0.0,3707.6,3,0,5639,Male,36,No,No,Yes,No,0
3,Offer E,Yes,29.51,No,Cable,17,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95,220.45,0.0,30,88.53,338.98,5,0,2754,Female,58,No,No,No,No,0
48,Offer B,Yes,13.67,Yes,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.35,1133.7,0.0,0,656.16,1789.86,5,0,4200,Female,25,Yes,No,No,No,0
66,Offer B,No,0.0,No,Cable,15,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,29.45,1983.15,0.0,0,0.0,1983.15,3,0,5112,Male,45,No,No,No,No,0
68,Offer B,Yes,24.94,Yes,Fiber Optic,30,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,84.4,5746.75,0.0,0,1695.92,7442.67,5,0,5045,Female,44,No,No,Yes,Yes,1
7,Offer E,Yes,41.64,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,134.05,0.0,0,291.48,425.53,4,0,3575,Female,20,Yes,No,Yes,No,0
72,Offer B,Yes,12.02,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.1,6230.1,0.0,0,865.4399999999999,7095.54,3,0,5993,Male,48,No,No,Yes,No,0
29,Offer B,Yes,5.69,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.85,573.05,0.0,0,165.01,738.06,4,0,2712,Female,46,No,No,Yes,No,0
37,Offer B,Yes,6.99,No,Fiber Optic,22,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.35,3419.3,0.0,150,258.63,3827.93,3,0,3347,Male,56,No,No,Yes,No,0
59,Offer B,Yes,14.49,Yes,Cable,25,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5,3801.3,0.0,0,854.91,4656.21,3,0,5631,Female,57,No,No,Yes,No,0
27,Offer B,Yes,1.31,No,Cable,53,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.15,1439.35,0.0,0,35.37,1474.72,3,0,3056,Female,29,Yes,No,No,No,0
17,Offer B,No,0.0,No,Cable,10,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.4,592.75,0.0,0,0.0,592.75,3,0,4207,Male,36,No,No,Yes,No,0
58,Offer B,Yes,18.68,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1185.95,0.0,0,1083.44,2269.39,5,0,4927,Male,31,No,No,Yes,No,0
1,Offer B,Yes,43.57,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,18.8,18.8,0.0,0,43.57,62.37,3,0,5160,Male,29,Yes,No,Yes,No,0
53,Offer B,Yes,2.51,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.8,4921.2,0.0,60,133.03,5114.23,3,0,5249,Female,50,No,No,No,No,0
35,Offer B,Yes,39.84,Yes,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.6,901.25,0.0,0,1394.4,2295.65,4,0,2980,Male,21,Yes,No,No,No,0
68,Offer B,Yes,11.12,Yes,Cable,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,70.8,4859.95,0.0,0,756.16,5616.11,4,0,5540,Male,35,No,No,Yes,No,0
47,Offer B,Yes,10.07,Yes,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.4,1139.2,0.0,0,473.29,1612.49,3,0,3159,Male,20,Yes,No,Yes,No,0
9,Offer E,Yes,42.41,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.85,663.55,0.0,0,381.6899999999999,1045.24,5,0,4834,Female,51,No,No,No,No,0
8,Offer E,Yes,15.86,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.25,174.65,0.0,0,126.88,301.53,5,0,2653,Female,41,No,No,No,No,0
14,Offer B,Yes,33.5,Yes,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.8,321.7,0.0,0,469.0,790.7,4,0,4527,Male,40,No,No,No,No,0
45,Offer B,Yes,33.73,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,115.65,5125.5,0.0,0,1517.85,6643.35,3,0,3974,Female,26,Yes,No,No,No,0
8,Offer E,Yes,1.28,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.6,548.9,0.0,0,10.24,559.14,5,0,2142,Female,21,Yes,No,No,No,0
66,Offer B,Yes,39.45,No,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0.0,0,2603.7,9635.0,4,0,4663,Male,40,No,No,Yes,Yes,2
72,Offer B,Yes,42.55,Yes,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,72.1,5016.65,0.0,0,3063.6,8080.25,3,0,4658,Male,39,No,No,Yes,No,0
23,Offer B,Yes,35.86,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.1,611.45,0.0,0,824.78,1436.23,5,0,2267,Female,47,No,No,Yes,Yes,2
4,Offer E,Yes,6.5,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,319.85,0.0,0,26.0,345.85,3,0,2841,Female,27,Yes,No,No,No,0
6,Offer E,Yes,31.73,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.4,153.3,0.0,0,190.38,343.68,3,0,2882,Male,58,No,No,Yes,Yes,3
56,Offer B,Yes,32.93,Yes,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,24.45,1431.65,0.0,0,1844.08,3275.73,3,0,5623,Male,64,No,No,Yes,No,0
72,Offer B,Yes,39.98,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1849.2,0.0,0,2878.56,4727.76,4,0,6126,Female,56,No,No,Yes,No,0
72,Offer B,Yes,16.58,Yes,DSL,30,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.25,6083.1,0.0,0,1193.76,7276.860000000001,3,0,6275,Male,64,No,No,Yes,No,0
23,Offer B,Yes,34.04,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,426.65,0.0,0,782.92,1209.57,5,0,4617,Male,60,No,No,Yes,Yes,3
35,Offer B,Yes,38.82,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,50.15,1655.35,0.0,130,1358.7,3144.05,3,0,5879,Female,52,No,No,No,Yes,1
12,Offer B,Yes,45.15,Yes,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,26.4,314.95,0.0,0,541.8,856.75,4,0,3277,Male,54,No,No,Yes,No,0
40,Offer B,Yes,8.36,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.15,804.85,0.0,0,334.4,1139.25,5,0,3915,Female,33,No,No,No,No,0
7,Offer E,No,0.0,No,Cable,47,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,58.85,465.7,0.0,0,0.0,465.7,3,0,3332,Male,21,Yes,No,Yes,Yes,2
70,Offer B,Yes,32.38,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.55,6669.05,0.0,0,2266.6,8935.650000000001,4,0,4551,Male,62,No,No,Yes,Yes,3
60,Offer B,Yes,21.98,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1161.75,0.0,0,1318.8,2480.55,5,0,6315,Male,31,No,No,Yes,Yes,1
39,Offer B,No,0.0,No,DSL,48,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,25.25,947.75,0.0,0,0.0,947.75,3,0,4259,Male,27,Yes,No,Yes,No,0
72,Offer B,Yes,6.29,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0.0,0,452.88,8827.929999999998,4,0,6274,Male,53,No,No,Yes,No,0
54,Offer B,Yes,48.45,Yes,DSL,28,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.7,3770.0,0.0,0,2616.3,6386.3,3,0,5276,Male,49,No,No,Yes,No,0
63,Offer B,Yes,6.33,No,Cable,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.55,4707.85,0.0,0,398.79,5106.64,4,0,4626,Female,58,No,No,Yes,No,0
71,Offer B,Yes,33.67,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.8,6152.4,0.0,0,2390.57,8542.97,3,0,5952,Male,40,No,No,Yes,Yes,3
42,Offer B,Yes,23.25,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.65,958.1,0.0,0,976.5,1934.6,4,0,5956,Female,56,No,No,No,No,0
47,Offer B,Yes,6.61,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.45,943.0,0.0,0,310.67,1253.67,4,0,4342,Male,27,Yes,No,No,No,0
11,Offer B,No,0.0,No,DSL,73,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.65,425.1,0.0,0,0.0,425.1,4,0,4986,Male,20,Yes,No,No,No,0
